label,mean_intensity_nucleoplasm,area_nucleoplasm,mean_intensity_membrane,area_membrane,ratio,filename,localization
36,24.501602213968393,27462.0,41.90838542789394,4639.0,0.5846467708980335,50546_727_A8_2.tif,nucleoplasm
37,58.13342529078437,26824.0,73.51406307074151,8213.0,0.7907796530691471,50546_727_A8_2.tif,nucleoplasm
38,36.583503575076605,3916.0,54.78820835718374,1747.0,0.6677258605825506,50546_727_A8_2.tif,nucleoplasm
1,42.669238991579114,38357.0,36.60804996530187,7205.0,1.1655698413879516,60398_1596_E1_1.tif,membrane
2,24.071401615216242,26498.0,19.857841967056576,8378.0,1.2121861809128003,60398_1596_E1_1.tif,membrane
3,49.502917965382316,30158.0,45.40979558238441,7289.0,1.0901374324747175,60398_1596_E1_1.tif,membrane
4,54.60127586743426,32135.0,38.27726352328609,6914.0,1.4264675904592137,60398_1596_E1_1.tif,membrane
5,47.01979332015938,30869.0,41.435539033457246,6725.0,1.1347696788062323,60398_1596_E1_1.tif,membrane
6,42.98760860276314,35105.0,40.568318213538035,7165.0,1.0596349687579054,60398_1596_E1_1.tif,membrane
7,29.964881037184785,28076.0,25.718770156955493,4651.0,1.165097742011624,60398_1596_E1_1.tif,membrane
8,46.01077691780151,30621.0,37.446267553584626,6765.0,1.2287146336270043,60398_1596_E1_1.tif,membrane
9,46.60929876319074,35252.0,32.20159916109582,7629.0,1.4474218665357932,60398_1596_E1_1.tif,membrane
10,45.70957095709571,28482.0,40.88137421044523,6491.0,1.1181026039339175,60398_1596_E1_1.tif,membrane
11,46.23263172006971,37295.0,33.529938519112534,7482.0,1.37884630160346,60398_1596_E1_1.tif,membrane
12,46.134009470897496,26819.0,34.154991642607506,6581.0,1.3507252454820238,60398_1596_E1_1.tif,membrane
13,50.77827173407717,34416.0,40.536970368319025,7222.0,1.2526410156631256,60398_1596_E1_1.tif,membrane
14,54.11368303154751,26785.0,41.699299719887954,7140.0,1.2977120334166827,60398_1596_E1_1.tif,membrane
15,54.38830771554817,26479.0,41.48239771646051,6306.0,1.3111177441405828,60398_1596_E1_1.tif,membrane
16,65.08777668392138,31489.0,45.7878612716763,6920.0,1.4215072483453977,60398_1596_E1_1.tif,membrane
17,51.56959342560554,46240.0,31.68348259834486,8821.0,1.627649147013262,60398_1596_E1_1.tif,membrane
18,54.740555779299235,24830.0,50.67512588116818,4965.0,1.0802253537103073,60398_1596_E1_1.tif,membrane
19,63.095209934949736,30438.0,46.483289741354255,6882.0,1.3573740216329082,60398_1596_E1_1.tif,membrane
20,48.70612873908405,25307.0,42.33865505563619,6201.0,1.1503938581676845,60398_1596_E1_1.tif,membrane
21,72.14013048703714,34946.0,57.48376212568537,7113.0,1.2549653644677319,60398_1596_E1_1.tif,membrane
22,46.277279648113684,23644.0,35.37616174792108,6133.0,1.3081486900096848,60398_1596_E1_1.tif,membrane
23,34.14762975922686,12003.0,23.348934796642997,3098.0,1.4624919747575145,60398_1596_E1_1.tif,membrane
24,48.07514562481897,31073.0,42.581108531630875,6892.0,1.129025224627652,60398_1596_E1_1.tif,membrane
25,61.36557257011875,31411.0,54.117399506602816,6891.0,1.1339342453554442,60398_1596_E1_1.tif,membrane
26,54.210048059448326,24761.0,44.88634130363577,6106.0,1.2077181272748854,60398_1596_E1_1.tif,membrane
28,50.70071942446043,27800.0,46.3287141475991,6206.0,1.0943692342276652,60398_1596_E1_1.tif,membrane
29,51.27248269040554,25275.0,37.02875203915171,4904.0,1.3846667755962574,60398_1596_E1_1.tif,membrane
31,68.60851910828025,12560.0,50.31837189852244,3587.0,1.363488454011265,60398_1596_E1_1.tif,membrane
1,47.31413612565445,3247.0,29.17910447761194,2546.0,1.6215074784751142,64554_1164_A6_2.tif,membrane
2,57.11340206185567,21728.0,25.34268735556289,6058.0,2.253644266708712,64554_1164_A6_2.tif,membrane
3,56.8962041664327,35618.0,27.391875256462864,7311.0,2.0771197164753645,64554_1164_A6_2.tif,membrane
4,64.14936037016875,29392.0,27.984823928097835,6787.0,2.292291012263984,64554_1164_A6_2.tif,membrane
5,63.16690353755911,38699.0,28.51686840072109,7766.0,2.2150715376574044,64554_1164_A6_2.tif,membrane
6,62.56838068488711,18514.0,25.875827237896203,5742.0,2.41802436342028,64554_1164_A6_2.tif,membrane
7,74.00860413305678,13017.0,25.283000327546674,3053.0,2.9272081309282716,64554_1164_A6_2.tif,membrane
8,55.413170686398956,32299.0,25.25332959484088,7133.0,2.1942916667004404,64554_1164_A6_2.tif,membrane
9,65.71961167915543,27091.0,21.78844022169438,6315.0,3.0162605037564614,64554_1164_A6_2.tif,membrane
10,49.61317151008172,20681.0,21.454101745823166,5327.0,2.312526159233898,64554_1164_A6_2.tif,membrane
11,66.31452724432602,21766.0,23.384987057808456,5795.0,2.8357735277079406,64554_1164_A6_2.tif,membrane
12,64.897461928934,1970.0,26.781966001478196,1353.0,2.423177668336674,64554_1164_A6_2.tif,membrane
13,59.22136343604868,29499.0,22.065210843373492,6640.0,2.683924656619981,64554_1164_A6_2.tif,membrane
14,84.05063457445411,38057.0,34.954169240271774,8095.0,2.404595400242463,64554_1164_A6_2.tif,membrane
15,66.48053176104128,17978.0,28.33219632366875,5277.0,2.3464658723087894,64554_1164_A6_2.tif,membrane
16,85.95460823472321,26789.0,35.94216157543805,6449.0,2.3914701973145207,64554_1164_A6_2.tif,membrane
17,73.01542541058394,35072.0,29.50084448486423,7697.0,2.475028314801137,64554_1164_A6_2.tif,membrane
18,60.31272032902468,20424.0,23.24293505205751,6051.0,2.5948840021254407,64554_1164_A6_2.tif,membrane
19,71.47352093950809,27078.0,32.84177601464754,6554.0,2.176298897709754,64554_1164_A6_2.tif,membrane
20,54.32379572618616,13805.0,24.471255950201392,5462.0,2.2199022329190705,64554_1164_A6_2.tif,membrane
21,76.69430769966065,20923.0,31.901812688821753,3972.0,2.404073663391986,64554_1164_A6_2.tif,membrane
22,14.380215754121718,4913.0,13.770046878855169,4053.0,1.0443113143066713,64554_1164_A6_2.tif,membrane
2,24.439770554493307,523.0,11.938775510204081,833.0,2.047091892598585,67703_1283_D7_3.tif,membrane
3,24.360906770755143,33305.0,13.860974274767377,7308.0,1.7575176382155129,67703_1283_D7_3.tif,membrane
4,27.131928501147918,36588.0,15.125403659849301,7432.0,1.7937986391179885,67703_1283_D7_3.tif,membrane
5,23.19600266957041,28469.0,11.856163425213376,7147.0,1.9564509898911884,67703_1283_D7_3.tif,membrane
6,22.928150242326332,24760.0,13.038535360992174,6773.0,1.7584912421161392,67703_1283_D7_3.tif,membrane
7,32.63487271777307,34451.0,12.491314093583638,7138.0,2.6126052449947195,67703_1283_D7_3.tif,membrane
8,32.316630638931215,28219.0,16.058554437328453,6558.0,2.012424640402907,67703_1283_D7_3.tif,membrane
9,34.471659772116986,41337.0,15.825078369905956,7975.0,2.1782931475189806,67703_1283_D7_3.tif,membrane
10,23.6851353671799,17471.0,18.667600463678518,10352.0,1.2687830668576812,67703_1283_D7_3.tif,membrane
11,43.562213381954805,36198.0,19.52031271813486,7163.0,2.2316350158409306,67703_1283_D7_3.tif,membrane
12,30.6859772768698,32918.0,15.68995452666391,7257.0,1.9557722251343217,67703_1283_D7_3.tif,membrane
13,30.085534591194968,32595.0,14.717470122196858,7447.0,2.044205582983996,67703_1283_D7_3.tif,membrane
14,28.9742998701746,37743.0,14.71471226927253,7368.0,1.9690700939276362,67703_1283_D7_3.tif,membrane
15,26.842275494672755,31536.0,18.694864048338367,6951.0,1.4358101468546676,67703_1283_D7_3.tif,membrane
16,31.037983599134677,19877.0,27.05324623911322,10104.0,1.147292392373244,67703_1283_D7_3.tif,membrane
17,29.084846884899683,18940.0,16.225806451612904,3999.0,1.7925054740196622,67703_1283_D7_3.tif,membrane
1,101.09675904180367,4258.0,114.39472398632145,2047.0,0.8837536865239706,8346_22_C1_1.tif,nucleoplasm
2,23.10007251631617,1379.0,30.8759244042728,1217.0,0.748158086341196,8346_22_C1_1.tif,nucleoplasm
3,142.18706310918577,30471.0,155.88004515946938,7086.0,0.9121569278718432,8346_22_C1_1.tif,nucleoplasm
4,109.60356307997449,28234.0,125.80485409652076,7128.0,0.8712188720149366,8346_22_C1_1.tif,nucleoplasm
